Date	STOCK:V:STOCK:V
2018-12-17	null:null
2018-12-18	null:null
2018-12-19	null:null
2018-12-20	null:null
2018-12-21	null:null
2018-12-24	null:null
2018-12-26	null:null
2018-12-27	null:null
2018-12-28	null:null
2018-12-31	null:null
2019-01-02	null:null
2019-01-03	null:null
2019-01-04	null:null
2019-01-07	null:null
2019-01-08	null:null
2019-01-09	null:null
2019-01-10	null:null
2019-01-11	null:null
2019-01-14	null:null
2019-01-15	null:null
2019-01-16	null:null
2019-01-17	null:null
2019-01-18	null:null
2019-01-22	null:null
2019-01-23	null:null
2019-01-24	null:null
2019-01-25	null:null
2019-01-28	null:null
2019-01-29	null:null
2019-01-30	null:null
2019-01-31	null:null
2019-02-01	null:null
2019-02-04	null:null
2019-02-05	null:null
2019-02-06	null:null
2019-02-07	null:null
2019-02-08	null:null
2019-02-11	null:null
2019-02-12	null:null
2019-02-13	null:null
2019-02-14	null:null
2019-02-15	null:null
2019-02-19	null:null
2019-02-20	null:null
2019-02-21	null:null
2019-02-22	null:null
2019-02-25	null:null
2019-02-26	null:null
2019-02-27	null:null
2019-02-28	null:null
2019-03-01	null:null
2019-03-04	null:null
2019-03-05	null:null
2019-03-06	null:null
2019-03-07	null:null
2019-03-08	null:null
2019-03-11	null:null
2019-03-12	null:null
2019-03-13	null:null
2019-03-14	null:null
2019-03-15	null:null
2019-03-18	null:null
2019-03-19	null:null
2019-03-20	null:null
2019-03-21	null:null
2019-03-22	null:null
2019-03-25	null:null
2019-03-26	null:null
2019-03-27	null:null
2019-03-28	null:null
2019-03-29	null:null
2019-04-01	null:null
2019-04-02	null:null
2019-04-03	null:null
2019-04-04	null:null
2019-04-05	null:null
2019-04-08	null:null
2019-04-09	null:null
2019-04-10	null:null
2019-04-11	null:null
2019-04-12	null:null
2019-04-15	null:null
2019-04-16	null:null
2019-04-17	null:null
2019-04-18	null:null
2019-04-22	null:null
2019-04-23	null:null
2019-04-24	null:null
2019-04-25	null:null
2019-04-26	null:null
2019-04-29	null:null
2019-04-30	null:null
2019-05-01	null:null
2019-05-02	null:null
2019-05-03	null:null
2019-05-06	null:null
2019-05-07	null:null
2019-05-08	null:null
2019-05-09	null:null
2019-05-10	null:null
2019-05-13	null:null
2019-05-14	null:null
2019-05-15	null:null
2019-05-16	null:null
2019-05-17	null:null
2019-05-20	null:null
2019-05-21	null:null
2019-05-22	null:null
2019-05-23	null:null
2019-05-24	null:null
2019-05-28	null:null
2019-05-29	null:null
2019-05-30	null:null
2019-05-31	null:null
2019-06-03	null:null
2019-06-04	null:null
2019-06-05	null:null
2019-06-06	null:null
2019-06-07	null:null
2019-06-10	null:null
2019-06-11	null:null
2019-06-12	null:null
2019-06-13	null:null
2019-06-14	null:null
2019-06-17	null:null
2019-06-18	null:null
2019-06-19	null:null
2019-06-20	null:null
2019-06-21	null:null
2019-06-24	null:null
2019-06-25	null:null
2019-06-26	null:null
2019-06-27	null:null
2019-06-28	null:null
2019-07-01	null:null
2019-07-02	null:null
2019-07-03	null:null
2019-07-05	null:null
2019-07-08	null:null
2019-07-09	null:null
2019-07-10	null:null
2019-07-11	null:null
2019-07-12	null:null
2019-07-15	null:null
2019-07-16	null:null
2019-07-17	null:null
2019-07-18	null:null
2019-07-19	null:null
2019-07-22	null:null
2019-07-23	null:null
2019-07-24	null:null
2019-07-25	null:null
2019-07-26	null:null
2019-07-29	null:null
2019-07-30	null:null
2019-07-31	null:null
2019-08-01	null:null
2019-08-02	null:null
2019-08-05	null:null
2019-08-06	null:null
2019-08-07	null:null
2019-08-08	null:null
2019-08-09	null:null
2019-08-12	null:null
2019-08-13	null:null
2019-08-14	null:null
2019-08-15	null:null
2019-08-16	null:null
2019-08-19	null:null
2019-08-20	null:null
2019-08-21	null:null
2019-08-22	null:null
2019-08-23	null:null
2019-08-26	null:null
2019-08-27	null:null
2019-08-28	null:null
2019-08-29	null:null
2019-08-30	null:null
2019-09-03	null:null
2019-09-04	null:null
2019-09-05	null:null
2019-09-06	null:null
2019-09-09	null:null
2019-09-10	null:null
2019-09-11	null:null
2019-09-12	null:null
2019-09-13	null:null
2019-09-16	null:null
2019-09-17	null:null
2019-09-18	null:null
2019-09-19	null:null
2019-09-20	null:null
2019-09-23	null:null
2019-09-24	null:null
2019-09-25	null:null
2019-09-26	null:null
2019-09-27	null:null
2019-09-30	null:null
2019-10-01	null:null
2019-10-02	null:null
2019-10-03	null:null
2019-10-04	null:null
2019-10-07	null:null
2019-10-08	null:null
2019-10-09	null:null
2019-10-10	null:null
2019-10-11	null:null
2019-10-14	null:null
2019-10-15	null:null
2019-10-16	null:null
2019-10-17	null:null
2019-10-18	null:null
2019-10-21	null:null
2019-10-22	null:null
2019-10-23	null:null
2019-10-24	null:null
2019-10-25	null:null
2019-10-28	null:null
2019-10-29	null:null
2019-10-30	null:null
2019-10-31	null:null
2019-11-01	null:null
2019-11-04	null:null
2019-11-05	null:null
2019-11-06	null:null
2019-11-07	null:null
2019-11-08	null:null
2019-11-11	null:null
2019-11-12	null:null
2019-11-13	null:null
2019-11-14	null:null
2019-11-15	null:null
2019-11-18	null:null
2019-11-19	null:null
2019-11-20	null:null
2019-11-21	null:null
2019-11-22	null:null
2019-11-25	null:null
2019-11-26	null:null
2019-11-27	null:null
2019-11-29	null:null
2019-12-02	null:null
2019-12-03	null:null
2019-12-04	null:null
2019-12-05	null:null
2019-12-06	null:null
2019-12-09	null:null
2019-12-10	null:null
2019-12-11	null:null
2019-12-12	null:null
2019-12-13	null:null
2019-12-16	null:null
2019-12-17	null:null
2019-12-18	null:null
2019-12-19	null:null
2019-12-20	null:null
2019-12-23	null:null
2019-12-24	null:null
2019-12-26	null:null
2019-12-27	null:null
2019-12-30	null:null
2019-12-31	null:null
2020-01-02	550022301:550022301
2020-01-03	304018187:304018187
2020-01-06	-438321038:-438321038
2020-01-07	49836860:49836860
2020-01-08	455682018:455682018
2020-01-09	417569786:417569786
2020-01-10	395334036:395334036
2020-01-13	55581833:55581833
2020-01-14	466906403:466906403
2020-01-15	628849215:628849215
2020-01-16	-67438841:-67438841
2020-01-17	694714432:694714432
2020-01-21	680309055:680309055
2020-01-22	593159943:593159943
2020-01-23	-696895990:-696895990
2020-01-24	-223313478:-223313478
2020-01-27	-621221365:-621221365
2020-01-28	588436271:588436271
2020-01-29	481635002:481635002
2020-01-30	195558092:195558092
2020-01-31	-792407826:-792407826
2020-02-03	740314830:740314830
2020-02-04	674962365:674962365
2020-02-05	-530439256:-530439256
2020-02-06	477764796:477764796
2020-02-07	-213376989:-213376989
2020-02-10	520327247:520327247
2020-02-11	-243477119:-243477119
2020-02-12	651734111:651734111
2020-02-13	592829237:592829237
2020-02-14	618417637:618417637
2020-02-18	484716770:484716770
2020-02-19	583918724:583918724
2020-02-20	-625647394:-625647394
2020-02-21	-631428609:-631428609
2020-02-24	-676645950:-676645950
2020-02-25	-998493080:-998493080
2020-02-26	655547956:655547956
2020-02-27	-1010982284:-1010982284
2020-02-28	172967079:172967079
2020-03-02	48204902:48204902
2020-03-03	-959630855:-959630855
2020-03-04	780422663:780422663
2020-03-05	-707559071:-707559071
2020-03-06	-904561985:-904561985
2020-03-09	-45487089:-45487089
2020-03-10	793807559:793807559
2020-03-11	-818946069:-818946069
2020-03-12	-962686160:-962686160
2020-03-13	953748978:953748978
2020-03-16	-934328044:-934328044
2020-03-17	550583103:550583103
2020-03-18	-448157882:-448157882
2020-03-19	227702599:227702599
2020-03-20	-188706553:-188706553
2020-03-23	-546495717:-546495717
2020-03-24	416970485:416970485
2020-03-25	636150273:636150273
2020-03-26	716694758:716694758
2020-03-27	-583265202:-583265202
2020-03-30	582557272:582557272
2020-03-31	-486324703:-486324703
2020-04-01	-625558934:-625558934
2020-04-02	172175930:172175930
2020-04-03	-581323101:-581323101
2020-04-06	590095708:590095708
2020-04-07	-577024258:-577024258
2020-04-08	525281505:525281505
2020-04-09	-675127701:-675127701
2020-04-13	-563528568:-563528568
2020-04-14	597929204:597929204
2020-04-15	-623825383:-623825383
2020-04-16	-708509566:-708509566
2020-04-17	707150140:707150140
2020-04-20	-577733093:-577733093
2020-04-21	-533640094:-533640094
2020-04-22	501707665:501707665
2020-04-23	480441409:480441409
2020-04-24	277576882:277576882
2020-04-27	594558093:594558093
2020-04-28	134220751:134220751
2020-04-29	685343280:685343280
2020-04-30	-731459515:-731459515
2020-05-01	-469466666:-469466666
2020-05-04	400335550:400335550
2020-05-05	520054993:520054993
2020-05-06	459180184:459180184
2020-05-07	661168791:661168791
2020-05-08	574178678:574178678
2020-05-11	-655152724:-655152724
2020-05-12	-608965086:-608965086
2020-05-13	-385696832:-385696832
2020-05-14	134303989:134303989
2020-05-15	266787647:266787647
2020-05-18	683371403:683371403
2020-05-19	357655147:357655147
2020-05-20	504216177:504216177
2020-05-21	-449781492:-449781492
2020-05-22	497576354:497576354
2020-05-26	-114610067:-114610067
2020-05-27	-501017869:-501017869
2020-05-28	533523751:533523751
2020-05-29	115273848:115273848
2020-06-01	-332980432:-332980432
2020-06-02	521936558:521936558
2020-06-03	275801348:275801348
2020-06-04	-657852164:-657852164
2020-06-05	681561496:681561496
2020-06-08	-407298043:-407298043
2020-06-09	375284586:375284586
2020-06-10	392388744:392388744
2020-06-11	-757918084:-757918084
2020-06-12	440366191:440366191
2020-06-15	-492760311:-492760311
2020-06-16	732653736:732653736
2020-06-17	-2287804:-2287804
2020-06-18	-185385077:-185385077
2020-06-19	-288775043:-288775043
2020-06-22	527419765:527419765
2020-06-23	658282402:658282402
2020-06-24	-656011146:-656011146
2020-06-25	252394412:252394412
2020-06-26	-537630286:-537630286
2020-06-29	383877950:383877950
2020-06-30	-205956974:-205956974
2020-07-01	561603269:561603269
2020-07-02	317910362:317910362
2020-07-06	552055731:552055731
2020-07-07	-203477100:-203477100
2020-07-08	176778973:176778973
2020-07-09	-637453020:-637453020
2020-07-10	-415714674:-415714674
2020-07-13	368562472:368562472
2020-07-14	426805772:426805772
2020-07-15	634671526:634671526
2020-07-16	-381689774:-381689774
2020-07-17	464218052:464218052
2020-07-20	464235396:464235396
2020-07-21	-447539340:-447539340
2020-07-22	528296926:528296926
2020-07-23	40834106:40834106
2020-07-24	-603450845:-603450845
2020-07-27	402449778:402449778
2020-07-28	173270484:173270484
2020-07-29	-309789262:-309789262
2020-07-30	-552018994:-552018994
2020-07-31	-748883799:-748883799
2020-08-03	700163379:700163379
2020-08-04	648498558:648498558
2020-08-05	640007930:640007930
2020-08-06	-110276530:-110276530
2020-08-07	-494900930:-494900930
2020-08-10	75770569:75770569
2020-08-11	674611314:674611314
2020-08-12	470904266:470904266
2020-08-13	-194564143:-194564143
2020-08-14	-379217860:-379217860
2020-08-17	526657365:526657365
2020-08-18	-436432650:-436432650
2020-08-19	607512057:607512057
2020-08-20	540659558:540659558
2020-08-21	302046556:302046556
2020-08-24	527768312:527768312
2020-08-25	391677714:391677714
2020-08-26	544465812:544465812
2020-08-27	314070283:314070283
2020-08-28	650916785:650916785
2020-08-31	-611068036:-611068036
2020-09-01	475679349:475679349
2020-09-02	526352438:526352438
2020-09-03	-819486594:-819486594
2020-09-04	-724141005:-724141005
2020-09-08	-401829158:-401829158
2020-09-09	461554629:461554629
2020-09-10	120114520:120114520
2020-09-11	-425476331:-425476331
2020-09-14	525976541:525976541
2020-09-15	455932528:455932528
2020-09-16	454181490:454181490
2020-09-17	-439676815:-439676815
2020-09-18	-172269312:-172269312
2020-09-21	-652895473:-652895473
2020-09-22	512410828:512410828
2020-09-23	-483252242:-483252242
2020-09-24	76761023:76761023
2020-09-25	221201930:221201930
2020-09-28	439849388:439849388
2020-09-29	325413569:325413569
2020-09-30	491705262:491705262
2020-10-01	508694888:508694888
2020-10-02	-532155411:-532155411
2020-10-05	508834622:508834622
2020-10-06	98482209:98482209
2020-10-07	550988422:550988422
2020-10-08	365996922:365996922
2020-10-09	370228691:370228691
2020-10-12	140061800:140061800
2020-10-13	-524743984:-524743984
2020-10-14	-344978409:-344978409
2020-10-15	-633136155:-633136155
2020-10-16	588342069:588342069
2020-10-19	-477484248:-477484248
2020-10-20	443761133:443761133
2020-10-21	421859606:421859606
2020-10-22	-264602919:-264602919
2020-10-23	-437003212:-437003212
2020-10-26	-746060152:-746060152
2020-10-27	-691432206:-691432206
2020-10-28	-1065700471:-1065700471
2020-10-29	792868324:792868324
2020-10-30	-724554615:-724554615
2020-11-02	562387202:562387202
2020-11-03	455471668:455471668
2020-11-04	568972618:568972618
2020-11-05	541035372:541035372
2020-11-06	391633540:391633540
2020-11-09	1192767661:1192767661
2020-11-10	-309339531:-309339531
2020-11-11	-212174073:-212174073
2020-11-12	-613928739:-613928739
2020-11-13	386183227:386183227
2020-11-16	556504409:556504409
2020-11-17	-556046343:-556046343
2020-11-18	-529170264:-529170264
2020-11-19	-216568216:-216568216
2020-11-20	-598261835:-598261835
2020-11-23	506502243:506502243
2020-11-24	749207167:749207167
2020-11-25	577594628:577594628
2020-11-27	-215538294:-215538294
2020-11-30	-394611426:-394611426
2020-12-01	572628497:572628497
2020-12-02	-671993187:-671993187
2020-12-03	-338255725:-338255725
2020-12-04	570501471:570501471
2020-12-07	315014788:315014788
2020-12-08	-132147750:-132147750
2020-12-09	-434388773:-434388773
2020-12-10	-611465503:-611465503
2020-12-11	-553945056:-553945056
2020-12-14	434987289:434987289
2020-12-15	235174295:235174295
2020-12-16	40972794:40972794
2020-12-17	544679847:544679847
2020-12-18	39784280:39784280
2020-12-21	-587999178:-587999178
2020-12-22	-629045056:-629045056
2020-12-23	271014588:271014588
2020-12-24	359284536:359284536
2020-12-28	569791928:569791928
2020-12-29	478950820:478950820
2020-12-30	751490801:751490801
2020-12-31	-261926745:-261926745
2021-01-04	-556710677:-556710677
2021-01-05	-526215745:-526215745
2021-01-06	117451415:117451415
2021-01-07	573852294:573852294
2021-01-08	429391335:429391335
2021-01-11	-516011125:-516011125
2021-01-12	-713779680:-713779680
2021-01-13	-518903746:-518903746
2021-01-14	-676606654:-676606654
2021-01-15	-333826663:-333826663
2021-01-19	188255955:188255955
2021-01-20	879124358:879124358
2021-01-21	-114957948:-114957948
2021-01-22	-639501589:-639501589
2021-01-25	-972137781:-972137781
2021-01-26	775604190:775604190
2021-01-27	-821974808:-821974808
2021-01-28	795933219:795933219
2021-01-29	-1139883229:-1139883229
2021-02-01	889450803:889450803
2021-02-02	936608257:936608257
2021-02-03	-489856364:-489856364
2021-02-04	1081336490:1081336490
2021-02-05	752597347:752597347
2021-02-08	-251730480:-251730480
2021-02-09	-205348470:-205348470
2021-02-10	382256620:382256620
2021-02-11	648146433:648146433
2021-02-12	-711229376:-711229376
2021-02-16	-492083636:-492083636
2021-02-17	-217838514:-217838514
2021-02-18	2385421:2385421
2021-02-19	-796863521:-796863521
2021-02-22	497306523:497306523
2021-02-23	615257911:615257911
2021-02-24	910415861:910415861
2021-02-25	-688961565:-688961565
2021-02-26	-340449948:-340449948
2021-03-01	631063148:631063148
2021-03-02	69482650:69482650
2021-03-03	-249373619:-249373619
2021-03-04	-277752796:-277752796
2021-03-05	431682860:431682860
2021-03-08	938227965:938227965
2021-03-09	909604830:909604830
2021-03-10	632573402:632573402
2021-03-11	868126843:868126843
2021-03-12	-114346818:-114346818
2021-03-15	-374491059:-374491059
2021-03-16	326855435:326855435
2021-03-17	-332062620:-332062620
2021-03-18	-656996370:-656996370
2021-03-19	-1338034425:-1338034425
2021-03-22	659193671:659193671
2021-03-23	562050951:562050951
2021-03-24	706156712:706156712
2021-03-25	-228581374:-228581374
2021-03-26	676058253:676058253
2021-03-29	68864645:68864645
2021-03-30	-507943235:-507943235
2021-03-31	731123817:731123817
2021-04-01	573261056:573261056
2021-04-05	599769649:599769649
2021-04-06	-426758364:-426758364
2021-04-07	548185546:548185546
2021-04-08	666961423:666961423
2021-04-09	234410220:234410220
2021-04-12	-569540102:-569540102
2021-04-13	-478169551:-478169551
2021-04-14	388122775:388122775
2021-04-15	742718463:742718463
2021-04-16	183128211:183128211
2021-04-19	-170132702:-170132702
2021-04-20	-515350145:-515350145
2021-04-21	506221515:506221515
2021-04-22	430915865:430915865
2021-04-23	498724384:498724384
2021-04-26	402538725:402538725
2021-04-27	-613438647:-613438647
2021-04-28	808180462:808180462
2021-04-29	628002641:628002641
2021-04-30	-558987449:-558987449
2021-05-03	-217548922:-217548922
2021-05-04	-568391215:-568391215
2021-05-05	-422728897:-422728897
2021-05-06	400250268:400250268
2021-05-07	317200091:317200091
2021-05-10	-840526931:-840526931
2021-05-11	-552052563:-552052563
2021-05-12	-617439810:-617439810
2021-05-13	645191097:645191097
2021-05-14	487404046:487404046
2021-05-17	-410133642:-410133642
2021-05-18	-49637345:-49637345
2021-05-19	-647795183:-647795183
2021-05-20	659863376:659863376
2021-05-21	535219898:535219898
2021-05-24	401086159:401086159
2021-05-25	-176379756:-176379756
2021-05-26	-507445326:-507445326
2021-05-27	95648819:95648819
2021-05-28	541431450:541431450
2021-06-01	-75159360:-75159360
2021-06-02	527189793:527189793
2021-06-03	-265222074:-265222074
2021-06-04	569885703:569885703
2021-06-07	605333064:605333064
2021-06-08	336800424:336800424
2021-06-09	524044261:524044261
2021-06-10	509716209:509716209
2021-06-11	492999332:492999332
2021-06-14	-559866756:-559866756
2021-06-15	-503686853:-503686853
2021-06-16	-712544246:-712544246
2021-06-17	609791129:609791129
2021-06-18	-809510811:-809510811
2021-06-21	570228323:570228323
2021-06-22	179095050:179095050
2021-06-23	-396815796:-396815796
2021-06-24	536423394:536423394
2021-06-25	474224479:474224479
2021-06-28	-681318650:-681318650
2021-06-29	756931233:756931233
2021-06-30	-531776563:-531776563
2021-07-01	571240198:571240198
2021-07-02	410479564:410479564
2021-07-06	100703463:100703463
2021-07-07	44155701:44155701
2021-07-08	-601999981:-601999981
2021-07-09	498499312:498499312
2021-07-12	-561489446:-561489446
2021-07-13	566605947:566605947
2021-07-14	935862349:935862349
2021-07-15	699068405:699068405
2021-07-16	-74485372:-74485372
2021-07-19	-911598923:-911598923
2021-07-20	733828742:733828742
2021-07-21	683061378:683061378
2021-07-22	589942771:589942771
2021-07-23	735084708:735084708
2021-07-26	181720358:181720358
2021-07-27	-301572614:-301572614
2021-07-28	-822399911:-822399911
2021-07-29	644749476:644749476
2021-07-30	-466068439:-466068439
2021-08-02	-720328311:-720328311
2021-08-03	-822335641:-822335641
2021-08-04	-646992290:-646992290
2021-08-05	600089048:600089048
2021-08-06	524417459:524417459
2021-08-09	-470169128:-470169128
2021-08-10	-658581245:-658581245
2021-08-11	-840554257:-840554257
2021-08-12	-965381396:-965381396
2021-08-13	610813912:610813912
2021-08-16	107718315:107718315
2021-08-17	-567884044:-567884044
2021-08-18	-537734900:-537734900
2021-08-19	-350057368:-350057368
2021-08-20	-296705672:-296705672
2021-08-23	654678655:654678655
2021-08-24	570428838:570428838
2021-08-25	-601611169:-601611169
2021-08-26	-595115753:-595115753
2021-08-27	794516979:794516979
2021-08-30	-691838741:-691838741
2021-08-31	-526564796:-526564796
2021-09-01	865304264:865304264
2021-09-02	-1087216459:-1087216459
2021-09-03	787040886:787040886
2021-09-07	867458982:867458982
2021-09-08	900222551:900222551
2021-09-09	-213586462:-213586462
2021-09-10	-486559892:-486559892
2021-09-13	-173361820:-173361820
2021-09-14	-549816592:-549816592
2021-09-15	-64352572:-64352572
2021-09-16	-588516247:-588516247
2021-09-17	-1131441630:-1131441630
2021-09-20	-632691176:-632691176
2021-09-21	467303390:467303390
2021-09-22	598492738:598492738
2021-09-23	784636908:784636908
2021-09-24	745749825:745749825
2021-09-27	-199013761:-199013761
2021-09-28	-622859321:-622859321
2021-09-29	592114073:592114073
2021-09-30	-504162992:-504162992
2021-10-01	743724925:743724925
2021-10-04	-839427812:-839427812
2021-10-05	523939532:523939532
2021-10-06	460674943:460674943
2021-10-07	582011442:582011442
2021-10-08	299047747:299047747
2021-10-11	-571384060:-571384060
2021-10-12	-498579628:-498579628
2021-10-13	-680993491:-680993491
2021-10-14	567799703:567799703
2021-10-15	701679347:701679347
2021-10-18	-30189022:-30189022
2021-10-19	522878939:522878939
2021-10-20	-454587587:-454587587
2021-10-21	-556903445:-556903445
2021-10-22	189093567:189093567
2021-10-25	591410553:591410553
2021-10-26	-138533223:-138533223
2021-10-27	-1356997258:-1356997258
2021-10-28	-1140465667:-1140465667
2021-10-29	849360735:849360735
2021-11-01	693482518:693482518
2021-11-02	-1220641407:-1220641407
2021-11-03	-1009878875:-1009878875
2021-11-04	957446873:957446873
2021-11-05	1036996372:1036996372
2021-11-08	957081707:957081707
2021-11-09	-1024250375:-1024250375
2021-11-10	786389922:786389922
2021-11-11	-1027784585:-1027784585
2021-11-12	718614461:718614461
2021-11-15	695378435:695378435
2021-11-16	515317430:515317430
2021-11-17	-1346627472:-1346627472
2021-11-18	-751908570:-751908570
2021-11-19	-1302504910:-1302504910
2021-11-22	-1380019040:-1380019040
2021-11-23	956983633:956983633
2021-11-24	949312868:949312868
2021-11-26	-650939899:-650939899
2021-11-29	-7227315:-7227315
2021-11-30	-660835981:-660835981
2021-12-01	-146458009:-146458009
2021-12-02	865337198:865337198
2021-12-03	-700235227:-700235227
2021-12-06	876446620:876446620
2021-12-07	983505991:983505991
2021-12-08	646218526:646218526
2021-12-09	666688710:666688710
2021-12-10	782716705:782716705
2021-12-13	-673632053:-673632053
2021-12-14	-304322648:-304322648
2021-12-15	-521769899:-521769899
2021-12-16	579334512:579334512
2021-12-17	-949310550:-949310550
2021-12-20	-178400727:-178400727
2021-12-21	715519223:715519223
2021-12-22	690939911:690939911
2021-12-23	-355128224:-355128224
2021-12-27	120220738:120220738
2021-12-28	437545419:437545419
2021-12-29	180385607:180385607
2021-12-30	246805198:246805198
2021-12-31	-421338814:-421338814
2022-01-03	755265414:755265414
2022-01-04	982917725:982917725
2022-01-05	191255688:191255688
2022-01-06	249648738:249648738
2022-01-07	-740269578:-740269578
2022-01-10	-902128341:-902128341
2022-01-11	359538973:359538973
2022-01-12	566012548:566012548
2022-01-13	772389895:772389895
2022-01-14	40990899:40990899
2022-01-18	676149806:676149806
2022-01-19	126639791:126639791
2022-01-20	674414926:674414926
2022-01-21	-1163132316:-1163132316
2022-01-24	-944094783:-944094783
2022-01-25	-217466250:-217466250
2022-01-26	850038494:850038494
2022-01-27	784949460:784949460
2022-01-28	1334519141:1334519141
2022-01-31	-919584270:-919584270
2022-02-01	855668903:855668903
2022-02-02	828623962:828623962
2022-02-03	-760860706:-760860706
2022-02-04	-931895490:-931895490
2022-02-07	-110627588:-110627588
2022-02-08	52645739:52645739
2022-02-09	755831640:755831640
2022-02-10	-626015960:-626015960
2022-02-11	74614737:74614737
2022-02-14	536703565:536703565
2022-02-15	674879641:674879641
2022-02-16	-37554092:-37554092
2022-02-17	-710754971:-710754971
2022-02-18	-393018691:-393018691
2022-02-22	-383412845:-383412845
2022-02-23	-396386483:-396386483
2022-02-24	-838515264:-838515264
2022-02-25	425987794:425987794
2022-02-28	-597924280:-597924280
2022-03-01	-801072362:-801072362
2022-03-02	-74798243:-74798243
2022-03-03	212070536:212070536
2022-03-04	-767252436:-767252436
2022-03-07	-807001433:-807001433
2022-03-08	55366543:55366543
2022-03-09	619266573:619266573
2022-03-10	-625531361:-625531361
2022-03-11	186302256:186302256
2022-03-14	721473562:721473562
2022-03-15	627178668:627178668
2022-03-16	762401022:762401022
2022-03-17	-182766733:-182766733
2022-03-18	303547236:303547236
2022-03-21	-516734440:-516734440
2022-03-22	552539621:552539621
2022-03-23	-459698534:-459698534
2022-03-24	378537675:378537675
2022-03-25	254331762:254331762
2022-03-28	245213442:245213442
2022-03-29	790369466:790369466
2022-03-30	-590932620:-590932620
2022-03-31	-257165308:-257165308
2022-04-01	620067112:620067112
2022-04-04	518881885:518881885
2022-04-05	-378105777:-378105777
2022-04-06	-621125836:-621125836
2022-04-07	-691287621:-691287621
2022-04-08	218740915:218740915
2022-04-11	-520890679:-520890679
2022-04-12	-557258020:-557258020
2022-04-13	206990747:206990747
2022-04-14	514859375:514859375
2022-04-18	129146129:129146129
2022-04-19	425921541:425921541
2022-04-20	555135004:555135004
2022-04-21	286464815:286464815
2022-04-22	-522524153:-522524153
2022-04-25	-216485772:-216485772
2022-04-26	-717663065:-717663065
2022-04-27	932791234:932791234
2022-04-28	791577355:791577355
2022-04-29	-636880292:-636880292
2022-05-02	-740368290:-740368290
2022-05-03	-585801685:-585801685
2022-05-04	-141031759:-141031759
2022-05-05	-682601169:-682601169
2022-05-06	-646681082:-646681082
2022-05-09	-847314139:-847314139
2022-05-10	69846882:69846882
2022-05-11	586595473:586595473
2022-05-12	-704754949:-704754949
2022-05-13	617574524:617574524
2022-05-16	-401536576:-401536576
2022-05-17	585970924:585970924
2022-05-18	-177684293:-177684293
2022-05-19	-618048209:-618048209
2022-05-20	70175735:70175735
2022-05-23	812659455:812659455
2022-05-24	-582597486:-582597486
2022-05-25	203373784:203373784
2022-05-26	518037429:518037429
2022-05-27	474430673:474430673
2022-05-31	-45016987:-45016987
2022-06-01	-354233172:-354233172
2022-06-02	569452985:569452985
2022-06-03	-442768104:-442768104
2022-06-06	340369457:340369457
2022-06-07	89927961:89927961
2022-06-08	-128973054:-128973054
2022-06-09	-484326977:-484326977
2022-06-10	-508497572:-508497572
2022-06-13	-591711765:-591711765
2022-06-14	350214874:350214874
2022-06-15	511624237:511624237
2022-06-16	-670831894:-670831894
2022-06-17	-380605977:-380605977
2022-06-21	560009911:560009911
2022-06-22	106917861:106917861
2022-06-23	422201319:422201319
2022-06-24	561115739:561115739
2022-06-27	-318156244:-318156244
2022-06-28	-234638504:-234638504
2022-06-29	380834099:380834099
2022-06-30	-511791177:-511791177
2022-07-01	-73872916:-73872916
2022-07-05	-241059861:-241059861
2022-07-06	-168779421:-168779421
2022-07-07	253870122:253870122
2022-07-08	-16805043:-16805043
2022-07-11	358832999:358832999
2022-07-12	474469464:474469464
2022-07-13	-285048540:-285048540
2022-07-14	-199241483:-199241483
2022-07-15	513010258:513010258
2022-07-18	57918643:57918643
2022-07-19	498285575:498285575
2022-07-20	-368420055:-368420055
2022-07-21	442703577:442703577
2022-07-22	-322186653:-322186653
2022-07-25	188024301:188024301
2022-07-26	-448164113:-448164113
2022-07-27	-239636482:-239636482
2022-07-28	5631768:5631768
2022-07-29	53925504:53925504
2022-08-01	-58245600:-58245600
2022-08-02	-826631816:-826631816
2022-08-03	711729809:711729809
2022-08-04	629375321:629375321
2022-08-05	145913851:145913851
2022-08-08	-421122670:-421122670
2022-08-09	-467117540:-467117540
2022-08-10	519393411:519393411
2022-08-11	-26673106:-26673106
2022-08-12	230351711:230351711
2022-08-15	523837088:523837088
2022-08-16	-371666553:-371666553
2022-08-17	-497946745:-497946745
2022-08-18	179512414:179512414
2022-08-19	-466208985:-466208985
2022-08-22	-427959617:-427959617
2022-08-23	-285969075:-285969075
2022-08-24	112201963:112201963
2022-08-25	481576086:481576086
2022-08-26	-519271566:-519271566
2022-08-29	-23011334:-23011334
2022-08-30	-221586938:-221586938
2022-08-31	-339590130:-339590130
2022-09-01	-162812679:-162812679
2022-09-02	-87578869:-87578869
2022-09-06	259716070:259716070
2022-09-07	175833389:175833389
2022-09-08	-341345808:-341345808
2022-09-09	505977602:505977602
2022-09-12	378049281:378049281
2022-09-13	-470679723:-470679723
2022-09-14	-67334331:-67334331
2022-09-15	-464464954:-464464954
2022-09-16	-793033263:-793033263
2022-09-19	-345276449:-345276449
2022-09-20	-460261039:-460261039
2022-09-21	-485019917:-485019917
2022-09-22	-574432441:-574432441
2022-09-23	-711049068:-711049068
2022-09-26	-564633348:-564633348
2022-09-27	-50577906:-50577906
2022-09-28	225638209:225638209
2022-09-29	589647751:589647751
2022-09-30	43426288:43426288
2022-10-03	556078551:556078551
